influencer_id,constituency_id,name,category,sub_category,influence_level,influence_score,reach_estimate,location_ward,location_mandal,contact_phone,contact_email,political_leaning,engagement_history,key_issues,relationship_strength,last_interaction_date,next_followup_date,notes,added_by,verified,created_at,updated_at
c52e34db-0ce6-4948-8be4-64ee287d9e4a,PC01,Influencer_11_PC01,religious,,low,71,1791,Boath,Nirmal,+917235834970,influencer11@example.com,unknown,"[{""date"": ""2025-06-07"", ""event"": ""Meeting"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Employment""]",moderate,2025-10-01,2026-01-25,,coordinator_4,True,2025-12-01 22:02:00,2025-12-04 22:02:00
4183af74-1852-4186-8cf0-e679c5787871,PC01,Influencer_12_PC01,religious,religious_local,medium,77,30416,Adilabad,Mancherial,+919220381266,influencer12@example.com,opposition,"[{""date"": ""2025-01-19"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-04-02"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Education"", ""Infrastructure""]",moderate,2025-04-11,2025-06-05,,coordinator_3,False,2025-05-28 15:24:00,2025-06-25 15:24:00
2980e151-f0ce-417f-86ec-01e0919b24d8,PC01,Influencer_13_PC01,business,,medium,98,25447,Adilabad,Adilabad,+919435728300,influencer13@example.com,neutral,"[{""date"": ""2024-11-13"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-07"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-02-01"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Employment""]",weak,2025-03-29,,Key influencer in business sector,coordinator_4,False,2025-05-11 03:11:00,2025-05-29 03:11:00
3bd9fddc-aa53-47ad-9709-23baa9895326,PC01,Influencer_14_PC01,business,business_local,low,68,6830,Mancherial,Nirmal,+918774626810,influencer14@example.com,neutral,"[{""date"": ""2024-12-18"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2024-12-02"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Healthcare"", ""Infrastructure""]",weak,2024-12-10,,Key influencer in business sector,coordinator_5,True,2025-02-19 17:01:00,2025-02-23 17:01:00
6c07d7be-3d46-456e-915b-1a92dcfe9e5a,PC01,Influencer_15_PC01,business,,medium,78,48735,Adilabad,Nirmal,+917581977933,influencer15@example.com,unknown,"[{""date"": ""2024-10-05"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-11-21"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Infrastructure""]",strong,2025-01-27,2025-05-11,,coordinator_3,False,2025-03-17 22:30:00,2025-04-14 22:30:00
bfedf69f-980d-4e78-8f8e-c6479753cae8,PC01,Influencer_16_PC01,youth,,high,97,23488,Mancherial,Adilabad,+919776827782,influencer16@example.com,opposition,"[{""date"": ""2024-11-12"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Infrastructure"", ""Healthcare"", ""Infrastructure""]",none,2025-02-21,,Key influencer in youth sector,coordinator_3,False,2025-04-22 23:08:00,2025-05-16 23:08:00
f47fc5cd-0cac-4cab-9e2f-4305433f8714,PC01,Influencer_17_PC01,community,community_local,medium,77,30456,Adilabad,Asifabad,+917329873608,influencer17@example.com,unknown,"[{""date"": ""2025-02-22"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-01-30"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2025-03-15"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Employment"", ""Infrastructure"", ""Healthcare""]",moderate,2025-04-06,2025-06-17,Key influencer in community sector,coordinator_4,True,2025-05-30 21:51:00,2025-06-23 21:51:00
e0b73168-a83c-43c3-b7a3-699053b3779b,PC01,Influencer_18_PC01,business,,high,40,41317,Mancherial,Mancherial,+918732963401,influencer18@example.com,unknown,"[{""date"": ""2024-12-07"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Employment"", ""Infrastructure"", ""Education""]",moderate,2024-12-20,2025-04-18,,coordinator_4,True,2025-03-04 17:41:00,2025-03-10 17:41:00
69f11a56-db73-4b0b-84be-64f356a93543,PC01,Influencer_19_PC01,religious,religious_local,high,46,32278,Adilabad,Khanapur,+918726459884,influencer19@example.com,neutral,"[{""date"": ""2024-10-04"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-09-06"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Employment"", ""Healthcare"", ""Education""]",moderate,2024-10-13,2025-02-11,Key influencer in religious sector,coordinator_4,True,2025-01-02 00:34:00,2025-01-21 00:34:00
670a969e-57f9-41c3-9aaf-4989b6e3a145,PC01,Influencer_20_PC01,women,,low,82,49161,Chennur,Chennur,+918610826659,influencer20@example.com,neutral,"[{""date"": ""2024-08-26"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Education"", ""Infrastructure""]",strong,2024-10-14,2025-01-30,,coordinator_5,True,2025-01-02 14:59:00,2025-01-09 14:59:00
b5b22263-fc23-43e6-9315-f50193895084,PC01,Influencer_21_PC01,youth,youth_local,high,76,35836,Nirmal,Chennur,+919132554368,influencer21@example.com,unknown,"[{""date"": ""2025-04-21"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-08-02"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-05-31"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-06-22"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Employment"", ""Employment"", ""Education""]",none,2025-09-03,2025-11-02,,coordinator_1,True,2025-09-11 00:36:00,2025-09-13 00:36:00
5460119b-1a99-4104-8c0d-f25eab156044,PC01,Influencer_22_PC01,women,,medium,53,30039,Asifabad,Khanapur,+919427737049,influencer22@example.com,unknown,"[{""date"": ""2025-10-09"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-07-03"", ""event"": ""Phone call"", ""outcome"": ""Positive""}]","[""Education"", ""Healthcare"", ""Education""]",moderate,2025-11-25,2026-01-29,Key influencer in women sector,coordinator_4,False,2025-12-26 12:11:00,2026-01-06 12:11:00
09cf7333-a8b4-4508-b9e0-e6edaf03105d,PC01,Influencer_23_PC01,community,community_local,medium,42,39218,Chennur,Khanapur,+918469474264,influencer23@example.com,neutral,"[{""date"": ""2025-01-18"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-02-15"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-26"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Employment"", ""Employment"", ""Healthcare""]",moderate,2025-02-13,2025-05-22,Key influencer in community sector,coordinator_3,False,2025-04-29 11:41:00,2025-05-23 11:41:00
979f4acc-8da0-4569-8a04-88408424b8f0,PC01,Influencer_24_PC01,media,media_local,low,75,35143,Nirmal,Adilabad,+918984183280,influencer24@example.com,opposition,"[{""date"": ""2025-03-31"", ""event"": ""Event"", ""outcome"": ""Positive""}]","[""Education"", ""Education""]",strong,2025-04-04,2025-07-20,,coordinator_3,True,2025-06-14 03:49:00,2025-06-19 03:49:00
c48a527d-9cc1-49a9-bb73-0601d1b9f0b9,PC01,Influencer_25_PC01,youth,youth_local,high,98,15207,Chennur,Chennur,+919758065766,influencer25@example.com,neutral,"[{""date"": ""2025-06-20"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2025-05-16"", ""event"": ""Meeting"", ""outcome"": ""Positive""}]","[""Healthcare"", ""Healthcare"", ""Healthcare""]",none,2025-08-16,,Key influencer in youth sector,coordinator_1,True,2025-11-03 11:13:00,2025-11-19 11:13:00
b0934467-9570-4bc9-b351-54e91da010a9,PC01,Influencer_26_PC01,business,business_local,high,62,26225,Asifabad,Asifabad,+919806909027,influencer26@example.com,neutral,"[{""date"": ""2024-12-17"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-01-27"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-02-02"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Employment""]",none,2025-02-02,,,coordinator_3,False,2025-04-02 02:39:00,2025-04-30 02:39:00
29d06a60-0e43-4534-aa51-235dc36c0611,PC01,Influencer_27_PC01,community,,high,58,44220,Boath,Mancherial,+917228337170,influencer27@example.com,unknown,"[{""date"": ""2025-10-25"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-07-14"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-05"", ""event"": ""Event"", ""outcome"": ""Positive""}]","[""Employment"", ""Education"", ""Healthcare""]",weak,2025-11-04,2026-01-03,,coordinator_2,False,2025-12-21 02:36:00,2026-01-04 02:36:00
d7b9df94-3d14-4de2-8d53-72cc46bb3e30,PC01,Influencer_28_PC01,community,,low,69,43557,Mancherial,Khanapur,+919920186689,influencer28@example.com,favorable,"[{""date"": ""2025-08-02"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-07-14"", ""event"": ""Meeting"", ""outcome"": ""Positive""}, {""date"": ""2025-06-21"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Employment"", ""Healthcare""]",none,2025-08-01,2025-11-12,Key influencer in community sector,coordinator_4,False,2025-09-15 03:09:00,2025-10-06 03:09:00
ac5960df-ad64-4f26-809b-7a3a926f6d32,PC01,Influencer_29_PC01,women,women_local,high,40,35409,Mancherial,Asifabad,+917576340586,influencer29@example.com,unknown,"[{""date"": ""2025-07-21"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-08-18"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-08-03"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-09-26"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Healthcare"", ""Education""]",none,2025-10-23,2026-01-20,Key influencer in women sector,coordinator_1,True,2025-12-28 10:44:00,2026-01-19 10:44:00
1e7900c0-a8a4-4289-a6a7-1ac6b3dbc5a1,PC01,Influencer_30_PC01,women,,high,65,49439,Khanapur,Khanapur,+919196507141,influencer30@example.com,favorable,"[{""date"": ""2024-11-03"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-12-04"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-03-04"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-21"", ""event"": ""Phone call"", ""outcome"": ""Positive""}]","[""Infrastructure"", ""Healthcare"", ""Infrastructure""]",none,2025-01-22,2025-05-05,Key influencer in women sector,coordinator_1,True,2025-04-13 00:08:00,2025-04-18 00:08:00
b42b6530-1b09-43c6-88ef-adba4333ce08,PC01,Influencer_31_PC01,business,business_local,low,40,47070,Asifabad,Adilabad,+918431318817,influencer31@example.com,favorable,"[{""date"": ""2025-01-06"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Healthcare""]",weak,2025-04-12,2025-05-25,,coordinator_1,True,2025-04-24 11:27:00,2025-05-04 11:27:00
32513f56-2b6f-4caa-898e-290d41206644,PC01,Influencer_32_PC01,religious,religious_local,low,69,6452,Adilabad,Boath,+919991037108,influencer32@example.com,neutral,"[{""date"": ""2025-08-16"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Employment"", ""Education"", ""Employment""]",weak,2025-09-13,2025-12-08,Key influencer in religious sector,coordinator_4,True,2025-11-02 05:11:00,2025-11-05 05:11:00
f972485b-0841-44e5-86e7-b59131d57bb5,PC01,Influencer_33_PC01,religious,,medium,66,36690,Chennur,Chennur,+918745934477,influencer33@example.com,unknown,"[{""date"": ""2024-10-06"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-02-02"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-12-11"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-10-28"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Infrastructure"", ""Healthcare""]",none,2024-12-25,2025-04-14,Key influencer in religious sector,coordinator_5,False,2025-03-15 21:55:00,2025-04-08 21:55:00
e9df874a-878a-402b-bfe4-1d5e48604522,PC01,Influencer_34_PC01,business,,low,76,42519,Boath,Chennur,+919304743980,influencer34@example.com,unknown,"[{""date"": ""2024-11-17"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2024-11-02"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-10-20"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2024-08-21"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Infrastructure"", ""Infrastructure"", ""Employment""]",weak,2025-02-02,2025-03-18,Key influencer in business sector,coordinator_2,True,2025-02-16 05:32:00,2025-02-17 05:32:00
335a8ba7-b17b-4710-b822-b04b127c222b,PC01,Influencer_35_PC01,business,business_local,high,90,24184,Mancherial,Adilabad,+917026279443,influencer35@example.com,opposition,"[{""date"": ""2024-12-04"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Education"", ""Healthcare"", ""Healthcare"", ""Infrastructure""]",moderate,2024-11-29,2025-03-02,Key influencer in business sector,coordinator_1,True,2025-01-07 11:02:00,2025-01-31 11:02:00
0eae769d-bd41-441b-b8fd-b9527e0c5ccf,PC02,Influencer_1_PC02,religious,religious_local,low,66,29042,Choppadandi,Choppadandi,+918018144146,influencer1@example.com,favorable,"[{""date"": ""2025-05-18"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2025-02-21"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Education"", ""Healthcare"", ""Employment""]",weak,2025-05-20,2025-09-08,Key influencer in religious sector,coordinator_3,False,2025-08-03 03:52:00,2025-08-04 03:52:00
55e7e1b7-8ae4-4ffe-a123-a08fc8c1607e,PC02,Influencer_2_PC02,religious,,high,87,40636,Choppadandi,Sircilla,+917732627335,influencer2@example.com,favorable,"[{""date"": ""2025-02-07"", ""event"": ""Phone call"", ""outcome"": ""Positive""}]","[""Infrastructure"", ""Education"", ""Infrastructure""]",weak,2025-06-29,2025-08-24,,coordinator_2,True,2025-06-30 09:35:00,2025-07-13 09:35:00
bb6d90f3-6691-4b1b-8b78-bbbef87c0ca3,PC02,Influencer_3_PC02,community,,high,74,40195,Sircilla,Choppadandi,+919777666459,influencer3@example.com,neutral,"[{""date"": ""2025-04-29"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2025-06-27"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-05-14"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-09-19"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Infrastructure"", ""Employment""]",none,2025-09-27,2025-12-01,,coordinator_2,False,2025-10-20 13:01:00,2025-11-18 13:01:00
acdcf8d4-ebfb-4b4c-8e1f-4f582666e457,PC02,Influencer_4_PC02,youth,,medium,48,19053,Karimnagar,Huzurabad,+919089587858,influencer4@example.com,unknown,"[{""date"": ""2025-07-10"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-10-01"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-10-04"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Employment"", ""Employment""]",none,2025-11-17,2026-01-03,,coordinator_5,False,2025-12-07 04:40:00,2025-12-17 04:40:00
ed745883-41ab-4aeb-9acf-31fce97dc707,PC02,Influencer_5_PC02,religious,,high,41,32662,Peddapalle,Peddapalle,+919840894616,influencer5@example.com,neutral,"[{""date"": ""2025-01-03"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2024-10-12"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Employment""]",none,2025-02-12,2025-06-07,Key influencer in religious sector,coordinator_3,False,2025-04-08 03:37:00,2025-04-16 03:37:00
300bbeba-b1d3-4eff-939f-2f69a71b3e1a,PC02,Influencer_6_PC02,business,,high,68,2953,Vemulawada,Choppadandi,+917508693354,influencer6@example.com,favorable,"[{""date"": ""2025-10-20"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-08-31"", ""event"": ""Community gathering"", ""outcome"": ""Positive""}]","[""Employment"", ""Employment""]",strong,2025-12-12,2026-01-29,Key influencer in business sector,coordinator_3,True,2025-12-25 14:40:00,2025-12-31 14:40:00
2a02f3fb-144d-4b7d-a612-4faa19c02a76,PC02,Influencer_7_PC02,youth,youth_local,high,91,30270,Karimnagar,Husnabad,+918784682716,influencer7@example.com,unknown,"[{""date"": ""2025-03-07"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}, {""date"": ""2024-11-22"", ""event"": ""Event"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Employment"", ""Healthcare""]",strong,2025-03-10,2025-05-25,Key influencer in youth sector,coordinator_4,True,2025-04-19 00:22:00,2025-04-21 00:22:00
7c10beec-f5d4-4e6f-a92f-fae7f54ec126,PC02,Influencer_8_PC02,religious,religious_local,medium,73,44444,Huzurabad,Husnabad,+919563705802,influencer8@example.com,unknown,"[{""date"": ""2024-12-06"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Infrastructure"", ""Education""]",strong,2025-04-14,2025-05-19,,coordinator_5,False,2025-05-08 18:08:00,2025-05-19 18:08:00
94a5e5fe-3aa4-485b-b877-c74fdefc070e,PC02,Influencer_9_PC02,community,community_local,low,77,37707,Peddapalle,Choppadandi,+917924983552,influencer9@example.com,opposition,"[{""date"": ""2025-01-25"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2024-10-05"", ""event"": ""Event"", ""outcome"": ""Positive""}, {""date"": ""2024-11-21"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Employment"", ""Infrastructure""]",moderate,2025-01-18,2025-04-15,Key influencer in community sector,coordinator_5,True,2025-03-23 05:28:00,2025-03-27 05:28:00
98620e6b-86b6-4dde-921d-726c0d5df690,PC02,Influencer_10_PC02,women,,high,87,49283,Huzurabad,Husnabad,+917772761682,influencer10@example.com,unknown,"[{""date"": ""2025-07-16"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}, {""date"": ""2025-06-12"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}]","[""Employment"", ""Healthcare"", ""Employment"", ""Employment""]",strong,2025-05-25,2025-09-07,Key influencer in women sector,coordinator_3,False,2025-08-19 14:46:00,2025-09-06 14:46:00
35069346-20f3-4f53-a456-9dcad545c163,PC02,Influencer_11_PC02,women,women_local,high,70,500,Karimnagar,Vemulawada,+917734130139,influencer11@example.com,favorable,"[{""date"": ""2025-03-03"", ""event"": ""Meeting"", ""outcome"": ""Needs follow-up""}]","[""Infrastructure"", ""Employment""]",moderate,2025-03-07,,Key influencer in women sector,coordinator_2,True,2025-05-03 17:33:00,2025-05-24 17:33:00
509dc843-1c94-4e5f-bca7-670f86e2778b,PC02,Influencer_12_PC02,community,community_local,high,59,35429,Choppadandi,Peddapalle,+918938759052,influencer12@example.com,unknown,"[{""date"": ""2025-03-16"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2025-01-12"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Education"", ""Employment"", ""Education""]",none,2025-04-18,2025-05-31,,coordinator_2,False,2025-05-12 10:01:00,2025-05-23 10:01:00
c9109649-288f-4bd3-8b03-08ed20de027e,PC02,Influencer_13_PC02,youth,youth_local,medium,40,41750,Choppadandi,Karimnagar,+919594730646,influencer13@example.com,neutral,"[{""date"": ""2025-04-21"", ""event"": ""Event"", ""outcome"": ""Neutral""}, {""date"": ""2025-05-12"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-07-20"", ""event"": ""Community gathering"", ""outcome"": ""Neutral""}, {""date"": ""2025-05-15"", ""event"": ""Phone call"", ""outcome"": ""Neutral""}]","[""Healthcare"", ""Education"", ""Infrastructure""]",strong,2025-07-18,,Key influencer in youth sector,coordinator_5,True,2025-09-24 18:54:00,2025-09-30 18:54:00
348ef8a5-2181-4107-8d70-9c806659a39c,PC02,Influencer_14_PC02,religious,religious_local,high,99,39664,Husnabad,Karimnagar,+917565728838,influencer14@example.com,opposition,"[{""date"": ""2024-12-10"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-09-26"", ""event"": ""Phone call"", ""outcome"": ""Needs follow-up""}, {""date"": ""2024-11-09"", ""event"": ""Phone call"", ""outcome"": ""Positive""}, {""date"": ""2024-10-20"", ""event"": ""Community gathering"", ""outcome"": ""Needs follow-up""}]","[""Healthcare"", ""Education"", ""Infrastructure"", ""Education""]",weak,2024-12-12,,Key influencer in religious sector,coordinator_1,True,2025-02-24 15:21:00,2025-03-04 15:21:00
88f36d28-8c30-4326-a103-7158b479b558,PC02,Influencer_15_PC02,business,business_local,low,58,7252,Vemulawada,Sircilla,+917601488634,influencer15@example.com,unknown,"[{""date"": ""2025-05-28"", ""event"": ""Meeting"", ""outcome"": ""Neutral""}, {""date"": ""2025-04-03"", ""event"": ""Event"", ""outcome"": ""Neutral""}]","[""Employment"", ""Employment""]",strong,2025-07-12,,,coordinator_1,True,2025-09-30 21:40:00,2025-10-24 21:40:00
