escalation_id,constituency_id,original_issue_id,issue_type,issue_category,issue_description,escalation_level,escalation_reason,escalated_from,escalated_to,escalated_at,original_report_date,days_since_reported,sla_breached,sla_deadline,status,priority,complainant_name,complainant_contact,complainant_location,assigned_to,assigned_at,actions_taken,resolution_time_hours,resolution_notes,resolved_by,resolved_at,complainant_satisfied,satisfaction_score,feedback,root_cause,preventive_measures,created_at,updated_at
de55e5f2-6afa-4668-aaee-985ec2473ecd,PC01,d5b94e8c-3ef3-4ba6-9ad2-07d0511187e5,service_request,education,Issue in Adilabad requiring escalation,1,Requires senior attention,officer_level_1,officer_level_4,2025-02-08 12:09:00,2025-01-27 18:09:00,12,False,2025-02-20 18:09:00,closed,p0_critical,Complainant_173,+91-8048013468,Mancherial,resolver_8,2025-02-09 10:09:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-02-10T23:09:00"", ""notes"": ""Action notes 53""}, {""action"": ""Site inspection"", ""action_by"": ""officer_4"", ""action_at"": ""2025-02-11T06:09:00"", ""notes"": ""Action notes 58""}, {""action"": ""Site inspection"", ""action_by"": ""officer_8"", ""action_at"": ""2025-02-10T04:09:00"", ""notes"": ""Action notes 56""}]",58.0,Issue resolved through immediate intervention,resolver_7,2025-02-10 22:09:00,False,1.0,Feedback from complainant,Coordination gap,"[""Measure 1""]",2025-02-08 12:09:00,2025-02-10 22:09:00
b0f2f53f-095f-488f-bf86-760b9ab142e4,PC01,d5553604-f9ef-4f1c-b5f8-2e0efe8dc74b,feedback,education,Issue in Adilabad requiring escalation,2,No action taken,officer_level_3,officer_level_4,2025-05-14 18:32:00,2025-05-06 10:32:00,8,False,2025-05-26 10:32:00,escalated,p3_low,Complainant_505,+91-7020282199,Chennur,resolver_3,2025-05-15 04:32:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-05-17T09:32:00"", ""notes"": ""Action notes 75""}, {""action"": ""Team deployed"", ""action_by"": ""officer_1"", ""action_at"": ""2025-05-18T18:32:00"", ""notes"": ""Action notes 23""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_6"", ""action_at"": ""2025-05-16T07:32:00"", ""notes"": ""Action notes 39""}, {""action"": ""Site inspection"", ""action_by"": ""officer_9"", ""action_at"": ""2025-05-17T08:32:00"", ""notes"": ""Action notes 63""}]",,,,,,,,,[],2025-05-14 18:32:00,2025-05-16 13:32:00
dcad70e0-d835-42ae-881c-9d4a0d0824b4,PC01,5ffa40fd-66a8-47c3-b3af-c49f2453f9d8,emergency,education,Issue in Adilabad requiring escalation,1,SLA breach,officer_level_1,officer_level_3,2025-11-16 03:52:00,2025-11-07 20:52:00,9,False,2025-12-05 20:52:00,action_initiated,p3_low,Complainant_862,+91-9681128824,Mancherial,resolver_10,2025-11-16 18:52:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_1"", ""action_at"": ""2025-11-17T02:52:00"", ""notes"": ""Action notes 2""}, {""action"": ""Team deployed"", ""action_by"": ""officer_8"", ""action_at"": ""2025-11-16T16:52:00"", ""notes"": ""Action notes 94""}, {""action"": ""Team deployed"", ""action_by"": ""officer_3"", ""action_at"": ""2025-11-19T23:52:00"", ""notes"": ""Action notes 69""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_7"", ""action_at"": ""2025-11-16T12:52:00"", ""notes"": ""Action notes 81""}]",,,,,,,,,[],2025-11-16 03:52:00,2025-11-18 01:52:00
6fba9929-1372-4c2c-9d92-29e0254cef34,PC01,e0e4ecb1-1de4-4c7e-b6f1-cf778eee8709,service_request,roads,Issue in Adilabad requiring escalation,4,Complex issue,officer_level_3,officer_level_3,2025-01-27 23:51:00,2025-01-25 17:51:00,2,False,2025-02-14 17:51:00,action_initiated,p2_medium,Complainant_821,+91-9628356168,Adilabad,resolver_12,2025-01-28 00:51:00,"[{""action"": ""Resource allocation"", ""action_by"": ""officer_6"", ""action_at"": ""2025-01-28T15:51:00"", ""notes"": ""Action notes 2""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_10"", ""action_at"": ""2025-01-28T11:51:00"", ""notes"": ""Action notes 3""}]",,,,,,,,,[],2025-01-27 23:51:00,2025-01-28 07:51:00
4b64d5e6-7a40-4aa0-97d4-f1f83cf1a3a0,PC01,9355e0b4-07a4-4939-af8c-a6ce69874382,feedback,infrastructure,Issue in Adilabad requiring escalation,3,VIP complaint,officer_level_1,officer_level_4,2025-03-15 08:27:00,2025-03-12 12:27:00,3,False,2025-04-09 12:27:00,resolved,p0_critical,Complainant_556,+91-9052229616,Asifabad,resolver_12,2025-03-16 01:27:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_7"", ""action_at"": ""2025-03-15T10:27:00"", ""notes"": ""Action notes 100""}]",204.0,Issue resolved through immediate intervention,resolver_4,2025-03-23 20:27:00,True,1.0,Feedback from complainant,Coordination gap,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-03-15 08:27:00,2025-03-23 20:27:00
986a13de-7b6e-47bb-9e34-74227f9de86f,PC01,f23733f1-61b1-4451-8174-3ea96d0837d2,complaint,healthcare,Issue in Adilabad requiring escalation,4,Complex issue,officer_level_1,officer_level_3,2025-04-18 20:28:00,2025-04-07 12:28:00,11,False,2025-04-26 12:28:00,resolved,p1_high,Complainant_34,+91-7178751051,Asifabad,resolver_5,2025-04-19 09:28:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_5"", ""action_at"": ""2025-04-21T21:28:00"", ""notes"": ""Action notes 44""}]",9.0,Issue resolved through coordination,resolver_10,2025-04-19 05:28:00,False,1.0,,Resource shortage,"[""Measure 1""]",2025-04-18 20:28:00,2025-04-19 05:28:00
11986882-9d61-4d8e-9caa-eabbfc4c9938,PC01,fba07397-2901-4b63-9910-59c27a8e97b5,service_request,infrastructure,Issue in Adilabad requiring escalation,3,No action taken,officer_level_3,officer_level_2,2025-08-28 23:42:00,2025-08-18 11:42:00,10,True,2025-08-25 11:42:00,escalated,p1_high,Complainant_864,+91-9062383969,Khanapur,resolver_4,2025-08-29 19:42:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_4"", ""action_at"": ""2025-08-31T07:42:00"", ""notes"": ""Action notes 68""}, {""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-08-30T11:42:00"", ""notes"": ""Action notes 93""}]",,,,,,,,,[],2025-08-28 23:42:00,2025-08-29 09:42:00
174ac148-628d-4ae2-b3d7-da669ec491cd,PC01,92105938-69f3-4180-af44-9d13fa88dea6,feedback,education,Issue in Adilabad requiring escalation,1,SLA breach,officer_level_3,officer_level_2,2025-09-15 05:43:00,2025-09-12 14:43:00,3,False,2025-09-19 14:43:00,closed,p1_high,Complainant_996,+91-7639528239,Mancherial,resolver_11,2025-09-15 16:43:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-09-17T06:43:00"", ""notes"": ""Action notes 83""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_10"", ""action_at"": ""2025-09-16T10:43:00"", ""notes"": ""Action notes 13""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_5"", ""action_at"": ""2025-09-19T08:43:00"", ""notes"": ""Action notes 45""}, {""action"": ""Team deployed"", ""action_by"": ""officer_1"", ""action_at"": ""2025-09-15T09:43:00"", ""notes"": ""Action notes 51""}]",190.0,Issue resolved through immediate intervention,resolver_6,2025-09-23 03:43:00,True,4.0,Feedback from complainant,Coordination gap,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-09-15 05:43:00,2025-09-23 03:43:00
d55c2ee3-d9b8-492c-aa2d-57bd313ea583,PC01,48f1383a-bb89-49ff-9f63-6cc8a5268cbc,feedback,roads,Issue in Adilabad requiring escalation,2,VIP complaint,officer_level_1,officer_level_4,2025-12-04 11:13:00,2025-11-23 10:13:00,11,False,2025-12-11 10:13:00,under_review,p1_high,Complainant_502,+91-8982899067,Khanapur,resolver_10,2025-12-05 06:13:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-12-05T15:13:00"", ""notes"": ""Action notes 50""}, {""action"": ""Site inspection"", ""action_by"": ""officer_6"", ""action_at"": ""2025-12-08T00:13:00"", ""notes"": ""Action notes 34""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_5"", ""action_at"": ""2025-12-04T23:13:00"", ""notes"": ""Action notes 61""}]",,,,,,,,,[],2025-12-04 11:13:00,2025-12-06 11:13:00
1fe289d5-f092-47c8-83a6-d426f8e5d794,PC01,f850bee1-2f76-4c4f-9095-c4752c5ee8fc,grievance,infrastructure,Issue in Adilabad requiring escalation,4,Requires senior attention,officer_level_3,officer_level_4,2025-08-10 22:34:00,2025-07-27 12:34:00,14,False,2025-08-25 12:34:00,resolved,p2_medium,Complainant_671,+91-8916979817,Khanapur,resolver_15,2025-08-11 22:34:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-08-14T23:34:00"", ""notes"": ""Action notes 96""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_7"", ""action_at"": ""2025-08-14T18:34:00"", ""notes"": ""Action notes 20""}, {""action"": ""Site inspection"", ""action_by"": ""officer_3"", ""action_at"": ""2025-08-12T19:34:00"", ""notes"": ""Action notes 23""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_8"", ""action_at"": ""2025-08-11T16:34:00"", ""notes"": ""Action notes 63""}]",11.0,Issue resolved through coordination,resolver_14,2025-08-11 09:34:00,True,5.0,Feedback from complainant,Resource shortage,"[""Measure 1""]",2025-08-10 22:34:00,2025-08-11 09:34:00
6e881076-4fb9-42e0-b5b2-6f6017ea87c2,PC01,e6d76ce1-e92c-40d5-b234-7fa201d4b6c6,service_request,sanitation,Issue in Adilabad requiring escalation,3,SLA breach,officer_level_3,officer_level_4,2025-09-23 20:50:00,2025-09-09 12:50:00,14,False,2025-09-27 12:50:00,closed,p0_critical,Complainant_118,+91-7610336123,Chennur,resolver_7,2025-09-24 07:50:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_5"", ""action_at"": ""2025-09-24T04:50:00"", ""notes"": ""Action notes 8""}, {""action"": ""Resource allocation"", ""action_by"": ""officer_6"", ""action_at"": ""2025-09-27T02:50:00"", ""notes"": ""Action notes 15""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-09-24T14:50:00"", ""notes"": ""Action notes 68""}]",166.0,Issue resolved through coordination,resolver_7,2025-09-30 18:50:00,False,5.0,,Administrative delay,"[""Measure 1"", ""Measure 2"", ""Measure 3""]",2025-09-23 20:50:00,2025-09-30 18:50:00
1eb420e5-0de2-4662-ac88-104f74f14afa,PC01,2be99bbc-dc6a-4713-8144-0e396ce530ad,complaint,water_supply,Issue in Adilabad requiring escalation,4,VIP complaint,officer_level_2,officer_level_4,2025-11-04 14:47:00,2025-10-31 17:47:00,4,False,2025-11-08 17:47:00,under_review,p3_low,Complainant_703,+91-8618165750,Asifabad,resolver_3,2025-11-05 13:47:00,"[{""action"": ""Coordination meeting"", ""action_by"": ""officer_2"", ""action_at"": ""2025-11-05T12:47:00"", ""notes"": ""Action notes 76""}, {""action"": ""Team deployed"", ""action_by"": ""officer_4"", ""action_at"": ""2025-11-06T08:47:00"", ""notes"": ""Action notes 38""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_10"", ""action_at"": ""2025-11-06T14:47:00"", ""notes"": ""Action notes 54""}, {""action"": ""Team deployed"", ""action_by"": ""officer_2"", ""action_at"": ""2025-11-07T17:47:00"", ""notes"": ""Action notes 90""}]",,,,,,,,,[],2025-11-04 14:47:00,2025-11-05 09:47:00
e4edd3fd-928a-4ef4-a4e7-48f9d1f28a09,PC01,a30467f4-b856-4d8e-8c98-5d5df72853c1,grievance,electricity,Issue in Adilabad requiring escalation,2,VIP complaint,officer_level_1,officer_level_3,2025-09-06 04:54:00,2025-09-01 12:54:00,5,False,2025-09-22 12:54:00,action_initiated,p1_high,Complainant_206,+91-8133485612,Boath,resolver_9,2025-09-06 08:54:00,"[{""action"": ""Team deployed"", ""action_by"": ""officer_3"", ""action_at"": ""2025-09-10T04:54:00"", ""notes"": ""Action notes 91""}, {""action"": ""Site inspection"", ""action_by"": ""officer_5"", ""action_at"": ""2025-09-07T00:54:00"", ""notes"": ""Action notes 82""}]",,,,,,,,,[],2025-09-06 04:54:00,2025-09-06 17:54:00
356741e5-3330-4223-95b3-85e165fae228,PC01,65f5f456-ad61-4371-bf60-0dc38ec67aec,service_request,water_supply,Issue in Adilabad requiring escalation,4,No action taken,officer_level_2,officer_level_4,2025-08-20 00:43:00,2025-08-09 12:43:00,11,False,2025-08-22 12:43:00,resolved,p3_low,Complainant_66,+91-8180998612,Mancherial,resolver_10,2025-08-20 18:43:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_4"", ""action_at"": ""2025-08-20T08:43:00"", ""notes"": ""Action notes 54""}, {""action"": ""Coordination meeting"", ""action_by"": ""officer_9"", ""action_at"": ""2025-08-23T19:43:00"", ""notes"": ""Action notes 44""}]",178.0,Issue resolved through resource deployment,resolver_2,2025-08-27 10:43:00,True,1.0,Feedback from complainant,Administrative delay,"[""Measure 1""]",2025-08-20 00:43:00,2025-08-27 10:43:00
0c9f3d44-3ff6-4bbd-b53b-7c6d5c4a3159,PC01,560a914b-3c1c-4dc2-98a6-0f1353985f03,service_request,law_order,Issue in Adilabad requiring escalation,4,VIP complaint,officer_level_2,officer_level_2,2025-02-03 10:55:00,2025-01-19 16:55:00,15,True,2025-01-29 16:55:00,resolved,p3_low,Complainant_694,+91-9918958639,Mancherial,resolver_5,2025-02-03 12:55:00,"[{""action"": ""Site inspection"", ""action_by"": ""officer_10"", ""action_at"": ""2025-02-05T18:55:00"", ""notes"": ""Action notes 17""}, {""action"": ""Team deployed"", ""action_by"": ""officer_7"", ""action_at"": ""2025-02-03T21:55:00"", ""notes"": ""Action notes 62""}, {""action"": ""Team deployed"", ""action_by"": ""officer_3"", ""action_at"": ""2025-02-03T18:55:00"", ""notes"": ""Action notes 32""}]",47.0,Issue resolved through coordination,resolver_3,2025-02-05 09:55:00,False,1.0,,Technical issue,"[""Measure 1""]",2025-02-03 10:55:00,2025-02-05 09:55:00
